,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
waaP,2.6167552659824254,29.0,3799040.0,kinase that phosphorylates core heptose of lipopolysaccharide,b3630,['HEPK1']
waaG,2.2929425119931803,29.0,3799302.0,"UDP-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase I",b3631,['GLCTR1']
waaQ,2.3428490539021753,29.0,3801088.0,lipopolysaccharide core biosynthesis protein,b3632,['HEPT3']
waaA,2.109179033413371,29.0,3803136.0,3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase),b3633,"['MOAT2', 'MOAT']"
coaD,2.089172344197872,29.0,3803184.0,pantetheine-phosphate adenylyltransferase,b3634,['PTPATi']
mutM,2.0938875849168053,29.0,3803702.0,formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase,b3635,
rpmG,2.5921162888911895,29.0,3804672.0,50S ribosomal subunit protein L33,b3636,
rpmB,2.4629869424899216,29.0,3804797.0,50S ribosomal subunit protein L28,b3637,
yicR,2.16068116655987,29.0,3805250.0,UPF0758 family protein,b3638,
dfp,2.188275647759699,29.0,3807232.0,"fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding",b3639,"['PPNCL2', 'PPCDC']"
dut,2.0744778183854162,29.0,3807291.0,deoxyuridinetriphosphatase,b3640,['DUTPDP']
slmA,2.2780380409808494,29.0,3807853.0,"nucleoid occlusion factor, anti-FtsZ division inhibitor",b3641,
pyrE,2.18352956994172,29.0,3808486.0,orotate phosphoribosyltransferase,b3642,['ORPT']
rph,2.192781594873995,29.0,3809280.0,No_gene_product,b3643,
yicC,2.2409203186032682,29.0,3810035.0,UPF0701 family protein,b3644,
dinD,2.344267655066853,29.0,3811328.0,DNA damage-inducible protein,b3645,
yicG,2.139054494720308,29.0,3812233.0,UPF0126 family inner membrane protein,b3646,
ligB,2.1273440181081087,29.0,3812847.0,"DNA ligase, NAD(+)-dependent",b3647,
gmk,2.1996877987913765,29.0,3814787.0,guanylate kinase,b3648,"['GK1', 'DGK1']"
rpoZ,2.250234822153406,29.0,3815465.0,"RNA polymerase, omega subunit",b3649,
spoT,2.1432915160971295,29.0,3817472.0,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",b3650,"['GDPDPK', 'GDPTPDP', 'PPGPPDP']"
trmH,1.9979317579430698,29.0,3817874.0,"tRNA mG18-2'-O-methyltransferase, SAM-dependent",b3651,
recG,2.1392025099983316,29.0,3818569.0,ATP-dependent DNA helicase,b3652,
gltS,2.0613311039476505,29.0,3821568.0,glutamate transporter,b3653,['GLUt4pp']
xanP,2.0806545140997166,29.0,3822304.0,xanthine permease,b3654,"['ADEt2rpp', 'XANt2pp', 'GUAt2pp']"
yicH,2.1538873807600205,29.0,3823816.0,putative inner membrane-anchored periplasmic AsmA family protein,b3655,
yicI,2.11608380420653,29.0,3825664.0,putative alpha-glucosidase,b3656,
yicJ,2.210477789197556,29.0,3827906.0,putative transporter,b3657,
yicT,2.3890053925270536,29.0,3829784.0,No_gene_product,b4653,
setC,2.259287358477639,29.0,3830312.0,putative arabinose efflux transporter,b3659,
yicL,2.2537323654060812,29.0,3831808.0,EamA family inner membrane putative transporter,b3660,
nlpA,2.383541610461253,29.0,3832534.0,cytoplasmic membrane lipoprotein-28,b3661,
yicS,2.512749585654944,29.0,3833856.0,putative periplasmic protein,b4555,
nepI,2.1387964057807594,29.0,3833908.0,putative transporter,b3662,
yicN,2.047919785522528,29.0,3835309.0,DUF1198 family protein,b3663,
yicO,2.3778609509777735,29.0,3835904.0,,,
ade,2.2280386527146465,29.0,3837323.0,,,
uhpT,2.2412666538709574,29.0,3839135.0,hexose phosphate transporter,b3666,"['G6Pt6_2pp', 'GAM6Pt6_2pp', 'F6Pt6_2pp', 'MAN6Pt6_2pp']"
uhpC,2.0047572035246226,29.0,3840664.0,membrane protein regulates uhpT expression,b3667,
uhpB,2.163894698681226,29.0,3842048.0,sensory histidine kinase in two-component regulatory sytem with UhpA,b3668,
uhpA,2.0893042079672313,29.0,3843495.0,response regulator in two-component regulatory system wtih UhpB,b3669,
ilvN,2.1012863344674213,29.0,3844161.0,acetolactate synthase 1 small subunit,b3670,"['ACLS', 'ACHBS']"
ilvB,2.1813907932656025,29.0,3844455.0,acetolactate synthase 2 large subunit,b3671,"['ACLS', 'ACHBS']"
ivbL,2.2756788684299765,29.0,3846249.0,ilvB operon leader peptide,b3672,
tisB,2.2504179748859348,29.0,3846912.0,"toxic membrane persister formation peptide, LexA-regulated",b4618,
emrD,2.0925642761325753,29.0,3848192.0,multidrug efflux system protein,b3673,
yidF,2.1886880259000856,29.0,3848473.0,putative Cys-type oxidative YidJ-maturating enzyme,b3674,
yidG,2.158961187678271,29.0,3848967.0,inner membrane protein,b3675,
yidH,2.0797466449514053,29.0,3849319.0,DUF202 family inner membrane protein,b3676,
yidI,2.099204365536278,29.0,3849774.0,inner membrane protein,b3677,
yidJ,2.098864319318414,29.0,3850270.0,sulfatase/phosphatase superfamily protein,b3678,
yidK,2.151642404098299,29.0,3851760.0,putative transporter,b3679,['INOSTt4pp']
yidL,2.4393543593074556,29.0,3854336.0,AraC family putative transcriptional regulator,b3680,
glvG,2.285869701963941,29.0,3854532.0,No_gene_product,b4556,
glvC,2.02043439877101,29.0,3855346.0,No_gene_product,b3683,
yidP,2.1665163126632243,29.0,3857258.0,UTRA domain-containing GntR family putative transcriptional regulator,b3684,
yidE,2.070412890671872,29.0,3858432.0,putative transporter,b3685,
ibpB,2.154764147788227,29.0,3859828.0,heat shock chaperone,b3686,
ibpA,2.2981428285787833,29.0,3860480.0,heat shock chaperone,b3687,
yidQ,2.5264746101519653,29.0,3861087.0,DUF1375 family outer membrane protein,b3688,
yidR,2.274301257532297,29.0,3862528.0,DUF3748 family protein,b3689,
cbrA,2.091647772326958,29.0,3862736.0,"colicin M resistance protein; FAD-binding protein, putative oxidoreductase",b3690,
dgoT,2.1127994480341923,29.0,3864576.0,D-galactonate transporter,b3691,['GALCTNt2pp']
dgoD,2.282327729158756,29.0,3865209.0,D-galactonate dehydratase,b4478,['GALCTND']
dgoA,2.513341032734379,29.0,3866624.0,2-oxo-3-deoxygalactonate 6-phosphate aldolase,b4477,['DDPGALA']
dgoK,2.152758604214843,29.0,3866955.0,2-oxo-3-deoxygalactonate kinase,b3693,['DDGALK']
dgoR,2.330832199617919,29.0,3867830.0,D-galactonate catabolism operon transcriptional repressor,b4479,
yidX,2.0862624830904264,29.0,3868797.0,putative lipoprotein,b3696,
yidA,2.1789434282702813,29.0,3869499.0,sugar phosphate phosphatase,b3697,
yidB,2.3315924288172254,29.0,3870720.0,DUF937 family protein,b3698,
gyrB,2.1700342756093716,29.0,3871064.0,"DNA gyrase, subunit B",b3699,
recF,2.180204197729569,29.0,3873507.0,gap repair protein,b3700,
dnaN,2.0726698283035883,29.0,3874816.0,"DNA polymerase III, beta subunit",b3701,
dnaA,2.3301436810123017,29.0,3875685.0,"chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator",b3702,
rpmH,2.233378708968183,29.0,3877695.0,50S ribosomal subunit protein L34,b3703,
rnpA,2.1060223955905286,29.0,3877852.0,protein C5 component of RNase P,b3704,
yidD,2.0061412123999487,29.0,3878400.0,"membrane protein insertion efficiency factor, UPF0161 family inner membrane protein",b4557,
yidC,2.1514422530545083,29.0,3878435.0,membrane protein insertase,b3705,
mnmE,2.175364266118643,29.0,3880187.0,tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase,b3706,
tnaC,2.3872778367529577,29.0,3881856.0,tryptophanase leader peptide,b3707,
tnaA,2.2407880991165086,29.0,3883008.0,"tryptophanase/L-cysteine desulfhydrase, PLP-dependent",b3708,"['CYSDS', 'TRPAS2', 'SERD_L']"
tnaB,2.2297177047522476,29.0,3883595.0,tryptophan transporter of low affinity,b3709,['TRPt2rpp']
mdtL,2.1226264782624593,29.0,3885056.0,multidrug efflux system protein,b3710,
yidZ,2.2064791255946665,29.0,3886124.0,putative DNA-binding transcriptional regulator,b3711,
yieE,2.2053347262709155,29.0,3887240.0,phosphopantetheinyl transferase superfamily protein,b3712,
chrR,2.1739018023581695,29.0,3888011.0,"chromate reductase, Class I, flavoprotein",b3713,
purP,2.08166244336542,29.0,3889152.0,,,
yieH,1.6733669656311072,29.0,3890133.0,phosphoenolpyruvate and 6-phosphogluconate phosphatase,b3715,
cbrB,2.2542494413439873,29.0,3891200.0,"PRK09823 family inner membrane protein, creBC regulon",b3716,
cbrC,2.2695509980942634,29.0,3891381.0,UPF0167 family protein,b3717,
yieK,2.290012488226425,29.0,3892030.0,putative 6-phosphogluconolactonase,b3718,
yieL,2.1967414400898826,29.0,3893248.0,putative xylanase,b3719,
bglH,2.3833261853477103,29.0,3893963.0,"carbohydrate-specific outer membrane porin, cryptic",b3720,
bglB,2.230246805791328,29.0,3895648.0,cryptic phospho-beta-glucosidase B,b3721,
bglF,2.187272900770562,29.0,3897079.0,fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component,b3722,['ARBTptspp']
bglG,2.4357249219916772,29.0,3899392.0,transcriptional antiterminator of the bgl operon,b3723,
phoU,2.313922863249857,29.0,3900212.0,negative regulator of PhoR/PhoB two-component regulator,b3724,
pstB,2.1192368415793434,29.0,3901440.0,phosphate ABC transporter ATPase,b3725,['PIuabcpp']
pstA,2.0067352170631754,29.0,3901908.0,phosphate ABC transporter permease,b3726,['PIuabcpp']
pstC,1.9542329786397519,29.0,3903488.0,phosphate ABC transporter permease,b3727,['PIuabcpp']
pstS,2.0993839447476725,29.0,3903844.0,phosphate ABC transporter periplasmic binding protein,b3728,['PIuabcpp']
glmS,2.122189544171735,29.0,3905198.0,L-glutamine:D-fructose-6-phosphate aminotransferase,b3729,['GF6PTA']
glmU,2.024628105580103,29.0,3907584.0,fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase,b3730,"['UAGDP', 'G1PACT']"
atpC,2.0780894234902023,29.0,3908912.0,"F1 sector of membrane-bound ATP synthase, epsilon subunit",b3731,['ATPS4rpp']
atpD,1.998390103284561,29.0,3909352.0,"F1 sector of membrane-bound ATP synthase, beta subunit",b3732,['ATPS4rpp']
atpG,2.13333222039784,29.0,3910761.0,"F1 sector of membrane-bound ATP synthase, gamma subunit",b3733,['ATPS4rpp']
atpA,2.1581524697407355,29.0,3911675.0,"F1 sector of membrane-bound ATP synthase, alpha subunit",b3734,['ATPS4rpp']
atpH,2.125596643806343,29.0,3913728.0,"F1 sector of membrane-bound ATP synthase, delta subunit",b3735,['ATPS4rpp']
atpF,2.1827107000843378,29.0,3913777.0,"F0 sector of membrane-bound ATP synthase, subunit b",b3736,['ATPS4rpp']
atpE,2.4050815542487407,29.0,3914309.0,"F0 sector of membrane-bound ATP synthase, subunit c",b3737,['ATPS4rpp']
atpB,2.0759617800085928,29.0,3914595.0,"F0 sector of membrane-bound ATP synthase, subunit a",b3738,['ATPS4rpp']
atpI,2.1798740480034233,29.0,3915776.0,"ATP synthase, membrane-bound accessory factor",b3739,['ATPS4rpp']
rsmG,2.094127447451963,29.0,3916416.0,"16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein",b3740,
mnmG,2.0574299083181873,29.0,3917103.0,5-methylaminomethyl-2-thiouridine modification at tRNA U34,b3741,
mioC,2.153172811546445,29.0,3919371.0,FMN-binding protein MioC,b3742,
asnC,2.130760583787101,29.0,3919904.0,transcriptional activator of asnA; autorepressor,b3743,
asnA,2.088382586418181,29.0,3920514.0,asparagine synthetase A,b3744,['ASNS2']
viaA,2.1234459134935073,29.0,3921511.0,stimulator of RavA ATPase activity; von Willebrand factor domain protein,b3745,
ravA,2.064717539316796,29.0,3923968.0,"hexameric AAA+ MoxR family ATPase, putative molecular chaperone",b3746,
kup,2.019628317437262,29.0,3924675.0,potassium transporter,b3747,['Kt2pp']
rbsD,2.020267669752901,29.0,3926710.0,D-ribose pyranase,b3748,['RIBabcpp']
rbsA,2.0807836814942573,29.0,3927137.0,D-ribose ABC transporter ATPase,b3749,['RIBabcpp']
rbsC,2.073630526608993,29.0,3928647.0,D-ribose ABC transporter permease,b3750,['RIBabcpp']
rbsB,1.9968697735803815,29.0,3930112.0,D-ribose ABC transporter periplasmic binding protein; ribose chemotaxis receptor,b3751,['RIBabcpp']
rbsK,2.023885944357507,29.0,3930653.0,ribokinase,b3752,['RBK']
rbsR,2.089930992449984,29.0,3932160.0,transcriptional repressor of ribose metabolism,b3753,
hsrA,2.075758971704453,29.0,3932544.0,putative multidrug or homocysteine efflux system,b3754,
yieP,2.1880752161979524,29.0,3934208.0,putative transcriptional regulator,b3755,
hdfR,2.08634728597827,29.0,3940487.0,flhDC operon transcriptional repressor,b4480,
yifE,2.356998277831965,29.0,3941445.0,UPF0438 family protein,b3764,
yifB,2.0517005514627065,29.0,3941808.0,magnesium chelatase family protein and putative transcriptional regulator,b3765,
ilvL,2.2107182325895995,29.0,3943681.0,ilvG operon leader peptide,b3766,
ilvX,2.12649300541151,29.0,3943866.0,uncharacterized protein,b4669,
ilvG,2.0641014196228054,29.0,3943919.0,No_gene_product,b4488,
ilvM,2.1443924305484288,29.0,3945560.0,acetolactate synthase 2 small subunit,b3769,
ilvE,2.0475152726993597,29.0,3946496.0,branched-chain amino acid aminotransferase,b3770,"['VALTA', 'LEUTAi', 'PHETA1', 'ILETA']"
ilvD,2.0160814912059406,29.0,3948544.0,dihydroxyacid dehydratase,b3771,"['DHAD1', 'DHAD2']"
ilvA,2.1553524206425747,29.0,3948690.0,"l-threonine dehydratase, biosynthetic; also known as threonine deaminase",b3772,['THRD_L']
ilvY,2.0376970706807636,29.0,3950592.0,transcriptional activator of ilvC; autorepressor,b3773,
ilvC,2.2394719105609626,29.0,3951329.0,"ketol-acid reductoisomerase, NAD(P)-binding",b3774,"['DPR', 'KARA1', 'KARA2']"
ppiC,2.2093783402587843,29.0,3953152.0,peptidyl-prolyl cis-trans isomerase C (rotamase C),b3775,
yifN,2.2527249016201556,29.0,3953371.0,No_gene_product,b3777,
rep,2.1212078585728578,29.0,3954036.0,DNA helicase and single-stranded DNA-dependent ATPase,b3778,
gpp,2.089883885369195,29.0,3956736.0,guanosine pentaphosphatase/exopolyphosphatase,b3779,['GTPDPDP']
rhlB,2.2172924065017137,29.0,3958784.0,ATP-dependent RNA helicase,b3780,
trxA,2.269629586511653,29.0,3959296.0,thioredoxin 1,b3781,"['PAPSR', 'DSBDR', 'METSOXR2', 'RNDR1', 'THIORDXi', 'TRDR', 'RNDR2', 'RNDR3', 'RNDR4', 'METSOXR1']"
rho,2.1884394293698897,29.0,3960832.0,transcription termination factor,b3783,
wecA,1.964631029866187,29.0,3961275.0,UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase,b3784,['ACGAMT']
wzzE,2.1827817291175116,29.0,3962880.0,Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein,b3785,"['ECAP3pp', 'ECAP1pp', 'ECAP2pp']"
wecB,2.1223590741382945,29.0,3963492.0,UDP-N-acetyl glucosamine-2-epimerase,b3786,['UAG2E']
wecC,2.1037549318919724,29.0,3964928.0,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,b3787,['UACMAMO']
rffG,2.060587999056818,29.0,3965881.0,"dTDP-glucose 4,6-dehydratase",b3788,['TDPGDH']
rffH,2.016171375135242,29.0,3966976.0,glucose-1-phosphate thymidylyltransferase,b3789,['G1PTT']
wecD,1.9724337319722653,29.0,3967826.0,TDP-fucosamine acetyltransferase,b3790,['TDPADGAT']
wecE,2.1159838152301536,29.0,3969024.0,TDP-4-oxo-6-deoxy-D-glucose transaminase,b3791,['TDPAGTA']
wzxE,1.8734289420424728,29.0,3969637.0,O-antigen translocase,b3792,['ECAtpp']
wecF,2.037829093465155,29.0,3971072.0,TDP-Fuc4NAc:lipidIIFuc4NAc transferase,b4481,['AADDGT']
wzyE,2.0829366005545626,29.0,3973120.0,putative ECA polysaccharide chain elongation protein,b3793,"['ECAP3pp', 'ECAP1pp', 'ECAP2pp']"
wecG,2.1298866693437257,29.0,3973315.0,UDP-N-acetyl-D-mannosaminuronic acid transferase,b3794,['ACMAMUT']
yifK,2.0742117436137355,29.0,3974246.0,putative APC family amino acid transporter,b3795,
aslB,2.0864719280597694,29.0,3977216.0,putative AslA-specific sulfatase-maturating enzyme,b3800,
aslA,2.0937537062990463,29.0,3977711.0,putative Ser-type periplasmic non-aryl sulfatase,b3801,
hemY,2.241682084275999,29.0,3980045.0,putative protoheme IX synthesis protein,b3802,
hemX,2.0462346497861277,29.0,3981312.0,putative uroporphyrinogen III methyltransferase,b3803,['UPP3MT']
hemD,2.0455890381918658,29.0,3982447.0,uroporphyrinogen III synthase,b3804,['UPP3S']
hemC,2.05465090575108,29.0,3983360.0,hydroxymethylbilane synthase,b3805,['HMBS']
cyaA,2.1003409335885976,29.0,3984512.0,adenylate cyclase,b3806,['ADNCYC']
cyaY,1.9849771730796513,29.0,3987098.0,iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein,b3807,"['S2FE2SS', 'I2FE2SS2', 'S2FE2SS2', 'I2FE2SS']"
yifL,2.1717155698109196,29.0,3987968.0,putative lipoprotein,b4558,
dapF,2.106767031700053,29.0,3988121.0,diaminopimelate epimerase,b3809,['DAPE']
yigA,1.9812693432481447,29.0,3989504.0,DUF484 family protein,b3810,
xerC,2.163675588433882,29.0,3989646.0,site-specific tyrosine recombinase,b3811,
yigB,2.2257088746510263,29.0,3990542.0,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis,b3812,
uvrD,2.184209659219643,29.0,3991342.0,DNA-dependent ATPase I and helicase II,b3813,
yigE,1.994739553454549,29.0,3993651.0,DUF2233 family protein,b4482,
corA,2.174021330204244,29.0,3995648.0,magnesium/nickel/cobalt transporter,b3816,"['COBALT2tpp', 'NI2tpp', 'MG2tpp']"
yigF,2.4947621475197383,29.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,2.68845297231,29.0,3996172.0,PRK11371 family inner membrane protein,b3818,
rarD,1.8776413188374481,29.0,3996647.0,putative chloramphenical resistance permease,b3819,
yigI,1.775001095733399,29.0,3997696.0,4HBT thioesterase family protein,b3820,
pldA,1.795765175359647,29.0,3998221.0,outer membrane phospholipase A,b3821,"['PLIPA1A140pp', 'PLIPA1E160pp', 'PLIPA2E180pp', 'PLIPA1G141pp', 'PLIPA2E181pp', 'PLIPA1A141pp', 'PLIPA1E141pp', 'PLIPA1E180pp', 'PLIPA2A141pp', 'PLIPA2G120pp', 'PLIPA2A140pp', 'PLIPA2G141pp', 'PLIPA2E120pp', 'PLIPA1E181pp', 'PLIPA1E161pp', 'PLIPA2A160pp', 'PLIPA2G140pp', 'PLIPA2E161pp', 'PLIPA2G181pp', 'PLIPA1A120pp', 'PLIPA2A161pp', 'PLIPA1A181pp', 'PLIPA1G120pp', 'PLIPA1A160pp', 'PLIPA2A180pp', 'PLIPA2G161pp', 'PLIPA2A181pp', 'PLIPA1G140pp', 'PLIPA2G160pp', 'PLIPA1G181pp', 'PLIPA2G180pp', 'PLIPA1E140pp', 'PLIPA2E160pp', 'PLIPA2E140pp', 'PLIPA1G160pp', 'PLIPA1A161pp', 'PLIPA2E141pp', 'PLIPA2A120pp', 'PLIPA1G161pp', 'PLIPA1A180pp', 'PLIPA1E120pp', 'PLIPA1G180pp']"
recQ,1.7856642463670263,29.0,3999223.0,ATP-dependent DNA helicase,b3822,
rhtC,1.6932244007810142,29.0,4001116.0,threonine efflux pump,b3823,['THRt2pp']
rhtB,1.6027899126638232,29.0,4001798.0,"homoserine, homoserine lactone and S-methyl-methionine efflux pump",b3824,['HOMt2pp']
pldB,1.6548696815982118,29.0,4002529.0,lysophospholipase L2,b3825,"['LPLIPAL2G181', 'LPLIPAL2A141', 'LPLIPAL2ATE160', 'LPLIPAL2ATE161', 'LPLIPAL2E160', 'LPLIPAL2ATE181', 'LPLIPAL2ATG141', 'LPLIPAL2A160', 'LPLIPAL2E161', 'LPLIPAL2A140', 'LPLIPAL2A181', 'LPLIPAL2E180', 'LPLIPAL2ATG120', 'LPLIPAL2E181', 'LPLIPAL2ATG140', 'LPLIPAL2G120', 'LPLIPAL2ATG160', 'LPLIPAL2A161', 'LPLIPAL2ATG161', 'LPLIPAL2A180', 'LPLIPAL2G140', 'LPLIPAL2A120', 'LPLIPAL2ATG180', 'LPLIPAL2G161', 'LPLIPAL2G141', 'LPLIPAL2G160', 'LPLIPAL2ATG181', 'LPLIPAL2ATE180', 'LPLIPAL2ATE120', 'LPLIPAL2E120', 'LPLIPAL2ATE140', 'LPLIPAL2G180', 'LPLIPAL2E140', 'LPLIPAL2ATE141', 'LPLIPAL2E141']"
metE,1.4945729897768263,29.0,4006412.0,5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase,b3829,['METS']
tufB,2.026497144248076,30.0,4165871.0,translation elongation factor EF-Tu 2,b3980,
rplJ,1.4411079763699572,30.0,4169923.0,50S ribosomal subunit protein L10,b3985,
rplL,1.6436664999769963,30.0,4170487.0,50S ribosomal subunit protein L7/L12,b3986,
yjbI,1.4735357508726972,31.0,4240630.0,No_gene_product,b4038,
yjbL,1.6328856175560356,32.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.383336463761902,32.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.5931145403718974,33.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.375631419187043,34.0,4272128.0,pentapeptide repeats protein,b4066,
yjgL,1.5050778457675034,35.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
ythA,1.3378628767780705,36.0,4496384.0,uncharacterized protein,b4655,
