,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
gabD,1.3637957678496864,19.0,2785280.0,"succinate-semialdehyde dehydrogenase I, NADP-dependent",b2661,frozenset({<Reaction SSALy at 0x7fcfa65f7e48>})
yqaE,1.397621242352759,19.0,2790228.0,cyaR sRNA-regulated protein,b2666,
ygaV,1.6248427948039335,19.0,2790569.0,tributyltin-inducible repressor of ygaVP,b2667,
ygaP,1.5628972840381834,19.0,2790878.0,DUF2892 family inner membrane rhodanese,b2668,
stpA,1.5974538879757605,19.0,2791449.0,"DNA binding protein, nucleoid-associated",b2669,
alaE,1.4979955047111848,19.0,2792522.0,"alanine exporter, alanine-inducible, stress-responsive",b2670,
ygaC,1.3659659406398184,19.0,2793008.0,uncharacterized protein,b2671,
ygaM,1.3634311429503194,19.0,2793504.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2672,
nrdH,1.5119783899416601,19.0,2794081.0,hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein,b2673,
nrdI,1.5553187728035895,19.0,2794323.0,NrdEF cluster assembly flavodoxin,b2674,
nrdF,1.3858338417071603,19.0,2797568.0,"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein",b2676,"frozenset({<Reaction RNDR1b at 0x7fcfa6627da0>, <Reaction RNDR2b at 0x7fcfa6627cc0>, <Reaction RNDR4b at 0x7fcfa6630160>, <Reaction RNDR3b at 0x7fcfa6627cf8>})"
proV,1.4076589401463442,19.0,2798173.0,glycine betaine/proline ABC transporter periplasmic binding protein,b2677,"frozenset({<Reaction CTBTabcpp at 0x7fcfa6afff98>, <Reaction CRNabcpp at 0x7fcfa6aff358>, <Reaction CRNDabcpp at 0x7fcfa6aff1d0>, <Reaction PROabcpp at 0x7fcfa665ef60>})"
proX,1.4317297756598324,19.0,2800490.0,glycine betaine/proline ABC transporter periplasmic binding protein; cold shock protein,b2679,"frozenset({<Reaction CTBTabcpp at 0x7fcfa6afff98>, <Reaction CRNabcpp at 0x7fcfa6aff358>, <Reaction CRNDabcpp at 0x7fcfa6aff1d0>, <Reaction PROabcpp at 0x7fcfa665ef60>})"
ygaY,1.4669450452347763,19.0,2801674.0,No_gene_product,b2681,
ygaZ,1.4674127368371617,19.0,2803712.0,"putative L-valine exporter, norvaline resistance protein",b2682,frozenset({<Reaction VALt2rpp at 0x7fcfa6594cf8>})
ygaH,1.4835085409117121,19.0,2803712.0,"putative L-valine exporter, norvaline resistance protein",b2683,frozenset({<Reaction VALt2rpp at 0x7fcfa6594cf8>})
mprA,1.60125413510031,19.0,2804128.0,transcriptional repressor of microcin B17 synthesis and multidrug efflux,b2684,
luxS,1.5298527557664168,19.0,2807808.0,S-ribosylhomocysteine lyase,b2687,frozenset({<Reaction RHCCE at 0x7fcfa6627048>})
yqaB,1.4725882834939932,19.0,2810295.0,fructose-1-P and 6-phosphogluconate phosphatase,b2690,frozenset({<Reaction PGMT at 0x7fcfa66ff8d0>})
csrA,1.4194414483837605,19.0,2812416.0,pleiotropic regulatory protein for carbon source metabolism,b2696,
recA,1.4591531268093751,19.0,2816066.0,DNA recombination and repair protein; ssDNA-dependent ATPase; synaptase; ssDNA and dsDNA binding protein; ATP-dependent homologous DNA strand exchanger; recombinase A; LexA autocleavage cofactor,b2699,
pncC,1.6834813544374239,19.0,2817207.0,nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase,b2700,
mltB,1.4877134516597494,19.0,2818048.0,membrane-bound lytic murein transglycosylase B,b2701,"frozenset({<Reaction MLTGY3pp at 0x7fcfa68127f0>, <Reaction MLTGY1pp at 0x7fcfa6812240>, <Reaction MLTGY4pp at 0x7fcfa6812860>, <Reaction MLTGY2pp at 0x7fcfa68125f8>})"
srlA,1.439491982437176,19.0,2819190.0,glucitol/sorbitol-specific enzyme IIC component of PTS,b2702,frozenset({<Reaction SBTptspp at 0x7fcfa66511d0>})
srlM,1.3815904448971368,19.0,2822144.0,sorbitol=responsive srl operon transcriptional activator,b2706,
srlR,1.405162794069031,19.0,2822405.0,sorbitol-inducible srl operon transcriptional repressor,b2707,
srlQ,1.4318109559767827,19.0,2823171.0,D-arabinose 5-phosphate isomerase,b2708,frozenset({<Reaction A5PISO at 0x7fcfa6c33160>})
norR,1.5472316641872408,19.0,2824133.0,anaerobic nitric oxide reductase DNA-binding transcriptional activator,b2709,
hypF,1.474119592313076,19.0,2828531.0,carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein,b2712,
hydN,1.5165507667898976,19.0,2830936.0,"formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit",b2713,
ascG,1.4422627352792012,19.0,2832384.0,asc operon transcriptional repressor; prpBC operon repressor,b2714,
ascB,1.5447763620077837,19.0,2834432.0,cryptic 6-phospho-beta-glucosidase,b2716,
hycI,1.6305872227018925,19.0,2835931.0,protease involved in processing C-terminal end of HycE,b2717,
hycH,1.5483284979202319,19.0,2836480.0,hydrogenase 3 maturation protein,b2718,
hycG,1.523286397850784,19.0,2836801.0,"hydrogenase 3 and formate hydrogenase complex, HycG subunit",b2719,"frozenset({<Reaction HYD1pp at 0x7fcfa68a84a8>, <Reaction FHL at 0x7fcfa6a0e630>})"
hycF,1.441647691969664,19.0,2837568.0,formate hydrogenlyase complex iron-sulfur protein,b2720,"frozenset({<Reaction HYD1pp at 0x7fcfa68a84a8>, <Reaction FHL at 0x7fcfa6a0e630>})"
hycE,1.3995138007307202,19.0,2838120.0,"hydrogenase 3, large subunit",b2721,"frozenset({<Reaction HYD1pp at 0x7fcfa68a84a8>, <Reaction FHL at 0x7fcfa6a0e630>})"
hycD,1.473906030746036,19.0,2840576.0,"hydrogenase 3, membrane subunit",b2722,"frozenset({<Reaction HYD1pp at 0x7fcfa68a84a8>, <Reaction FHL at 0x7fcfa6a0e630>})"
hycB,1.4293313594860255,19.0,2842624.0,"hydrogenase 3, Fe-S subunit",b2724,"frozenset({<Reaction HYD1pp at 0x7fcfa68a84a8>, <Reaction FHL at 0x7fcfa6a0e630>})"
hycA,1.419670991453471,19.0,2843332.0,regulator of the transcriptional regulator FhlA,b2725,
hypA,1.4884021319547986,19.0,2844005.0,protein involved in nickel insertion into hydrogenases 3,b2726,
hypD,1.3678109303924013,19.0,2845494.0,hydrogenase maturation protein,b2729,
hypE,1.3724632869336628,19.0,2846720.0,"carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein",b2730,
pphB,1.6131475404033477,19.0,2853118.0,serine/threonine-specific protein phosphatase 2,b2734,
ygbI,1.3868649126864379,19.0,2853825.0,DeoR family putative transcriptional regulator,b2735,
ygbJ,1.3966792573350155,19.0,2854912.0,putative dehydrogenase,b2736,
ygbK,1.4105661105615537,19.0,2855693.0,FliA-regulated DUF1537 family protein,b2737,
ygbM,1.4516872326380508,19.0,2857594.0,putative hydroxypyruvate isomerase,b2739,
ygbN,1.4551668715293238,19.0,2859008.0,putative transporter,b2740,
rpoS,1.5273943419799976,19.0,2859917.0,"RNA polymerase, sigma S (sigma 38) factor",b2741,
nlpD,1.4134437401019067,19.0,2861056.0,"activator of AmiC murein hydrolase activity, lipoprotein",b2742,
pcm,1.4034120408624162,19.0,2862251.0,L-isoaspartate protein carboxylmethyltransferase type II,b2743,
ispD,1.417734925570637,19.0,2865152.0,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,b2747,frozenset({<Reaction MEPCT at 0x7fcfa67f5668>})
cysC,1.4714334082139717,19.0,2867200.0,adenosine 5'-phosphosulfate kinase,b2750,frozenset({<Reaction ADSK at 0x7fcfa6c09e10>})
cysD,1.4126395987616331,19.0,2869248.0,"sulfate adenylyltransferase, subunit 2",b2752,frozenset({<Reaction SADT2 at 0x7fcfa66510b8>})
iap,1.4174021148340186,19.0,2869939.0,aminopeptidase in alkaline phosphatase isozyme conversion,b2753,
ygbF,1.5041826881030553,19.0,2871927.0,CRISPR adaptation ssRNA endonuclease,b2754,
ygbT,1.3830797453163686,19.0,2872213.0,"multifunctional endonuclease Cas1, CRISPR adaptation protein; DNA repair enzyme",b2755,
casE,1.5150921752739548,19.0,2873344.0,CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2756,
casC,1.506751916690849,19.0,2875392.0,CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2758,
casB,1.5180161378538959,19.0,2875513.0,CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2759,
casA,1.5732184618786165,19.0,2875988.0,CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2760,
ygcB,1.4814589014523918,19.0,2877911.0,Cascade complex anti-viral R-loop helicase-annealase Cas3,b2761,
cysH,1.5927289865244598,19.0,2881536.0,"phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent",b2762,"frozenset({<Reaction PAPSR at 0x7fcfa66e53c8>, <Reaction PAPSR2 at 0x7fcfa66e52e8>})"
cysI,1.4103717495347736,19.0,2881745.0,"sulfite reductase, beta subunit, NAD(P)-binding, heme-binding",b2763,"frozenset({<Reaction FLVR at 0x7fcfa6a0ec18>, <Reaction FADRx2 at 0x7fcfa6a53748>, <Reaction FMNRx2 at 0x7fcfa6997550>, <Reaction SULRi at 0x7fcfa6604cf8>})"
cysJ,1.4861874465937492,19.0,2883584.0,"sulfite reductase, alpha subunit, flavoprotein",b2764,"frozenset({<Reaction FLVR at 0x7fcfa6a0ec18>, <Reaction FADRx2 at 0x7fcfa6a53748>, <Reaction FMNRx2 at 0x7fcfa6997550>, <Reaction SULRi at 0x7fcfa6604cf8>})"
queD,1.4564968331763684,19.0,2885632.0,6-pyruvoyl tetrahydrobiopterin synthase (PTPS),b2765,frozenset({<Reaction CPH4S at 0x7fcfa6af3898>})
ygcN,1.4198369205875583,19.0,2886015.0,putative oxidoreductase,b2766,
ygcO,1.5075584901642685,19.0,2887277.0,putative 4Fe-4S cluster-containing protein,b2767,
ygcP,1.4336725573233178,19.0,2887680.0,putative antiterminator regulatory protein,b2768,
ygcR,1.4899007146758916,19.0,2889728.0,putative flavoprotein,b2770,
ygcU,1.483660370379777,19.0,2891776.0,putative FAD-linked oxidoreductase,b4463,
ygcW,1.568289448062831,19.0,2892846.0,putative SDR family oxidoreductase,b2774,
yqcE,1.385512222915909,19.0,2893950.0,"putative MFS transporter, inner membrane protein",b2775,
ygcE,1.575440758709539,19.0,2895254.0,putative kinase,b2776,
queE,1.5228157955729809,19.0,2898105.0,7-carboxy-7-deazaguanine synthase; queosine biosynthesis,b2777,
yqcG,2.220365696571934,19.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.7510986955232093,19.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
pyrG,1.448203348559029,19.0,2901387.0,CTP synthetase,b2780,frozenset({<Reaction CTPS2 at 0x7fcfa6b0e4a8>})
mazG,1.521179926946287,19.0,2903252.0,nucleoside triphosphate pyrophosphohydrolase,b2781,"frozenset({<Reaction NTPP5 at 0x7fcfa6717208>, <Reaction NTPP4 at 0x7fcfa6717e10>, <Reaction NTPP1 at 0x7fcfa6717a90>, <Reaction NTPP7 at 0x7fcfa67242b0>, <Reaction NTPP8 at 0x7fcfa6724320>, <Reaction NTPP3 at 0x7fcfa6717d30>, <Reaction NTPP6 at 0x7fcfa6724160>, <Reaction NTPP2 at 0x7fcfa6717da0>})"
mazF,1.53379119784853,19.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
relA,1.4132001287808307,19.0,2904775.0,(p)ppGpp synthetase I/GTP pyrophosphokinase,b2784,"frozenset({<Reaction GTPDPK at 0x7fcfa68ec860>, <Reaction GDPDPK at 0x7fcfa6979470>})"
rlmD,1.474288269857772,19.0,2908160.0,"23S rRNA m(5)U1939 methyltransferase, SAM-dependent",b2785,
barA,1.4657029409492432,19.0,2908415.0,"hybrid sensory histidine kinase, in two-component regulatory system with UvrY",b2786,
gudD,1.4630793854855622,19.0,2912256.0,D-glucarate dehydratase 1,b2787,frozenset({<Reaction GLCRD at 0x7fcfa6986eb8>})
truC,1.3719432133136635,19.0,2916360.0,"tRNA(Ile1,Asp) pseudouridine(65) synthase",b2791,
yqcC,1.3476649273065708,19.0,2917376.0,DUF446 family protein,b2792,
queF,1.5401507500449805,19.0,2918706.0,7-cyano-7-deazaguanine reductase (NADPH-dependent),b2794,frozenset({<Reaction CDGR at 0x7fcfa6b3afd0>})
sdaC,1.4719694299452843,19.0,2922496.0,putative serine transporter,b2796,frozenset({<Reaction SERt2rpp at 0x7fcfa65de6d8>})
sdaB,1.447472412877244,19.0,2922934.0,L-serine dehydratase 2,b2797,frozenset({<Reaction SERD_L at 0x7fcfa65de4a8>})
ygdG,1.4554650173540755,19.0,2924544.0,"Ssb-binding protein, misidentified as ExoIX",b2798,
fucA,1.6400080718660635,19.0,2926592.0,L-fuculose-1-phosphate aldolase,b2800,frozenset({<Reaction FCLPA at 0x7fcfa69e3470>})
fucP,1.6383096604907814,19.0,2928640.0,L-fucose transporter,b2801,frozenset({<Reaction FUCtpp at 0x7fcfa69a6e48>})
fucI,1.405805774099599,19.0,2928942.0,L-fucose isomerase,b2802,frozenset({<Reaction FCI at 0x7fcfa69e3198>})
fucK,1.4271450844779985,19.0,2930796.0,L-fuculokinase,b2803,frozenset({<Reaction FCLK at 0x7fcfa69e31d0>})
fucU,1.513020962572934,19.0,2932246.0,L-fucose mutarotase,b2804,
fucR,1.515174577963806,19.0,2932736.0,l-fucose operon activator,b2805,
ygdD,1.4626341353387773,19.0,2934784.0,UPF0382 family inner membrane protein,b2807,
gcvA,1.44257391052164,19.0,2935008.0,glycine cleavage system transcriptional activator; autorepressor,b2808,
ygdI,1.4412033132502475,19.0,2936320.0,DUF903 family verified lipoprotein,b2809,
csdE,1.5100295553984175,19.0,2937900.0,CsdA-binding activator; Fe-S protein,b2811,
ptrA,1.436093313507557,20.0,2949354.0,protease III,b2821,
recC,1.4978737967199223,20.0,2952418.0,"exonuclease V (RecBCD complex), gamma chain",b2822,
ppdC,1.4533978729691313,20.0,2955799.0,putative prepilin peptidase-dependent protein,b2823,
lgt,1.4085344339474286,20.0,2959360.0,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase,b2828,
ptsP,1.4625600180796845,20.0,2959546.0,PEP-protein phosphotransferase enzyme I; GAF domain containing protein,b2829,
rppH,1.5873374423012165,20.0,2961805.0,RNA pyrophosphohydrolase,b2830,
mutH,1.6162894533284984,20.0,2963456.0,methyl-directed mismatch repair protein,b2831,
ygdQ,1.4983400979767323,20.0,2963778.0,UPF0053 family inner membrane protein,b2832,
ygdR,1.6158887686238097,20.0,2964629.0,DUF903 family verified lipoprotein,b2833,
tas,1.3851147448151113,20.0,2965504.0,putative NADP(H)-dependent aldo-keto reductase,b2834,
ygeA,1.4509084765299456,21.0,2973696.0,Asp/Glu_racemase family protein,b2840,
araE,1.50457966922785,21.0,2974122.0,arabinose transporter,b2841,frozenset({<Reaction ARBt2rpp at 0x7fcfa6b65a58>})
kduD,1.4312867823520794,21.0,2975855.0,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase; KDG oxidoreductase; 20-ketosteroid reductase,b2842,
kduI,1.4608619963063876,21.0,2976646.0,hexuronate isomerase,b2843,
yqeF,1.4973760370501743,21.0,2977792.0,short chain acyltransferase,b2844,
yqeG,1.427286217888053,21.0,2979840.0,putative transporter,b2845,
yqeH,1.7104611422297513,21.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.7619532046771507,21.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,2.0920071120003043,21.0,2982662.0,uncharacterized protein,b2848,
yqeL,2.1816188075298064,21.0,2983177.0,uncharacterized protein,b4683,
yqeK,2.2005687554070037,21.0,2983293.0,uncharacterized protein,b2849,
ygeF,2.1007430439227632,21.0,2983936.0,No_gene_product,b2850,
ygeG,2.104056623494251,21.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,2.069066206409549,21.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,2.3703792026367045,21.0,2987008.0,uncharacterized protein,b2853,
pbl,1.9125789083511204,21.0,2987297.0,No_gene_product,b2854,
ygeK,1.6766804999932108,21.0,2988032.0,No_gene_product,b2856,
ygeN,1.92841583431406,21.0,2988672.0,No_gene_product,b2858,
ygeO,1.63895758305555,21.0,2989320.0,No_gene_product,b2859,
ygeQ,1.7027926604696573,21.0,2992128.0,No_gene_product,b2863,
ygeV,1.479088867206898,21.0,2998272.0,putative sigma-54-interacting transcriptional activator,b2869,
ygeW,1.3671039768656124,21.0,3000320.0,putative carbamoyltransferase,b2870,
yqeA,1.4495924167607528,21.0,3004819.0,putative amino acid kinase,b2874,frozenset({<Reaction CBMKr at 0x7fcfa6b3a240>})
mocA,1.684836441122264,21.0,3008518.0,CTP:molybdopterin cytidylyltransferase,b2877,frozenset({<Reaction MOCDS at 0x7fcfa67b1278>})
ygfK,1.4344098061704256,21.0,3009418.0,putative Fe-S subunit oxidoreductase subunit,b2878,
ygfM,1.4250116756290139,21.0,3014656.0,putative oxidoreductase,b2880,
xdhD,1.383327601267446,21.0,3014674.0,"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding",b2881,
xanQ,1.5352657163538692,21.0,3017709.0,xanthine permease,b2882,frozenset({<Reaction XANt2pp at 0x7fcfa6520668>})
ygfS,1.5362494019202804,21.0,3021882.0,putative 4Fe-4S ferredoxin-type oxidoreductase subunit,b2886,
ygfT,1.4174434256639306,21.0,3022848.0,"putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit",b2887,
yqfG,1.6791514675212085,21.0,3026175.0,uncharacterized protein,b4684,
idi,1.5225361452799007,21.0,3026944.0,isopentenyl diphosphate isomerase,b2889,frozenset({<Reaction IPDDI at 0x7fcfa68cde10>})
lysS,1.4062006751391838,21.0,3027015.0,"lysine tRNA synthetase, constitutive",b2890,frozenset({<Reaction LYSTRS at 0x7fcfa682ed30>})
prfB,1.433048406848284,21.0,3028992.0,peptide chain release factor RF-2,b2891,
recJ,1.3958959445515142,21.0,3031040.0,"ssDNA exonuclease, 5' --> 3'-specific",b2892,
xerD,1.3591617660212467,21.0,3033088.0,site-specific tyrosine recombinase,b2894,
sdhE,1.492042893652324,21.0,3034162.0,flavinator of succinate dehydrogenase; antitoxin of CptAB toxin-antitoxin pair,b2897,
ygfZ,1.5035908237492797,21.0,3035136.0,"iron-sulfur cluster repair protein, plumbagin resistance",b2898,
yqfA,1.5345855416213972,21.0,3035847.0,hemolysin III family HylIII inner membrane protein,b2899,
yqfB,1.52180464491611,21.0,3036672.0,UPF0267 family protein,b2900,
bglA,1.5081975239891776,21.0,3037020.0,6-phospho-beta-glucosidase A,b2901,frozenset({<Reaction AB6PGH at 0x7fcfa6c33f28>})
ygfF,1.3974055631948672,21.0,3039232.0,putative NAD(P)-dependent oxidoreductase,b2902,
gcvH,1.5542216768488766,21.0,3042518.0,glycine cleavage complex lipoylprotein,b2904,frozenset({<Reaction GLYCL at 0x7fcfa6935c18>})
gcvT,1.4459326189551613,21.0,3043328.0,"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex",b2905,frozenset({<Reaction GLYCL at 0x7fcfa6935c18>})
ubiI,1.446452316242178,21.0,3045376.0,"2-octaprenylphenol hydroxylase, FAD-dependent",b2906,
ubiH,1.5148856523089906,21.0,3045698.0,"2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding",b2907,frozenset({<Reaction OMPHHX at 0x7fcfa673e710>})
fau,1.4432056568196354,21.0,3049599.0,5-formyltetrahydrofolate cyclo-ligase family protein,b2912,frozenset({<Reaction FOMETRi at 0x7fcfa69973c8>})
ibsC,1.4274489086686168,21.0,3050248.0,toxic membrane protein,b4665,
serA,1.4327281311924662,21.0,3051520.0,D-3-phosphoglycerate dehydrogenase,b2913,frozenset({<Reaction PGCD at 0x7fcfa66ff128>})
rpiA,1.4426520451822318,21.0,3052024.0,"ribose 5-phosphate isomerase, constitutive",b2914,frozenset({<Reaction RPI at 0x7fcfa6630710>})
yqfE,1.510084313030421,21.0,3053056.0,No_gene_product,b2915,
argP,1.39734612279258,21.0,3053568.0,transcriptional regulator for arginine transport and DNA replication genes; replication initiation inhibitor,b2916,
argK,1.3967206524872704,21.0,3056345.0,membrane ATPase/protein kinase,b2918,
scpB,1.410042059646287,21.0,3057664.0,"methylmalonyl-CoA decarboxylase, biotin-independent",b2919,frozenset({<Reaction MMCD at 0x7fcfa67a2128>})
scpC,1.4208790957191473,21.0,3058160.0,propionyl-CoA:succinate CoA transferase,b2920,frozenset({<Reaction PPCSCT at 0x7fcfa66d2160>})
ygfI,1.5275929737924474,21.0,3059712.0,putative DNA-binding transcriptional regulator,b2921,
yggE,1.4509782862840337,21.0,3060698.0,oxidative stress defense protein,b2922,
argO,1.6568603404189306,21.0,3061760.0,arginine transporter,b2923,"frozenset({<Reaction LYSt3pp at 0x7fcfa682eda0>, <Reaction ARGt3pp at 0x7fcfa6b70eb8>})"
mscS,1.4582406290553642,21.0,3062305.0,"mechanosensitive channel protein, small conductance",b2924,
fbaA,1.442523307005043,21.0,3063808.0,"fructose-bisphosphate aldolase, class II",b2925,"frozenset({<Reaction FBA3 at 0x7fcfa6a53e80>, <Reaction FBA at 0x7fcfa6a53d68>})"
pgk,1.5709517013654362,21.0,3065856.0,phosphoglycerate kinase,b2926,frozenset({<Reaction PGK at 0x7fcfa66ff470>})
epd,1.3911965493785272,21.0,3066030.0,D-erythrose 4-phosphate dehydrogenase,b2927,frozenset({<Reaction E4PD at 0x7fcfa6a93710>})
yggC,1.3926198984014027,21.0,3067904.0,putative PanK family P-loop kinase,b2928,
yggD,1.5000937600639885,21.0,3068044.0,MtlR family putative transcriptional repressor,b2929,
yggF,1.516077778975437,21.0,3068575.0,"fructose 1,6 bisphosphatase isozyme",b2930,frozenset({<Reaction FBP at 0x7fcfa69e3048>})
cmtA,1.430517544924914,21.0,3072000.0,putative mannitol-specific PTS IIB and IIC components,b2933,
cmtB,1.6404742694749619,21.0,3072245.0,putative mannitol-specific enzyme IIA component of PTS,b2934,
loiP,1.4542318899019415,21.0,3075271.0,"Phe-Phe periplasmic metalloprotease, OM lipoprotein; low salt-inducible; Era-binding heat shock protein",b2936,
speA,1.4510444678377008,21.0,3077293.0,"biosynthetic arginine decarboxylase, PLP-binding",b2938,frozenset({<Reaction ARGDCpp at 0x7fcfa6b706a0>})
yqgB,1.6624911317202693,21.0,3079278.0,uncharacterized protein,b2939,
yqgC,1.5809589581016321,21.0,3079680.0,uncharacterized protein,b2940,
galP,1.407858039743926,21.0,3081642.0,D-galactose transporter,b2943,"frozenset({<Reaction GALt2pp at 0x7fcfa696c9b0>, <Reaction GLCt2pp at 0x7fcfa69908d0>})"
yggI,1.5861819069736045,21.0,3083113.0,Zn-dependent metalloprotease-related protein,b2944,
endA,1.5506479794672434,21.0,3084288.0,DNA-specific endonuclease I,b2945,
rsmE,1.4201771641898011,21.0,3084492.0,"16S rRNA m(3)U1498 methyltransferase, SAM-dependent",b2946,
yqgE,1.7133249202934029,21.0,3086336.0,uncharacterized protein,b2948,
yqgF,1.7647560551431583,21.0,3086858.0,putative Holliday junction resolvase,b2949,
yggR,1.4257849707639494,21.0,3088384.0,putative PilT family AAA+ ATPase,b2950,
yggT,1.5799537461217585,21.0,3089178.0,putative inner membrane protein; compensates for loss in K+ uptake,b2952,
yggU,1.5395280010598484,21.0,3089920.0,UPF0235 family protein,b2953,
rdgB,1.42350735475768,21.0,3090432.0,dITP/XTP pyrophosphatase,b2954,"frozenset({<Reaction NTPP10 at 0x7fcfa6717a20>, <Reaction NTPP11 at 0x7fcfa6717c50>, <Reaction NTPP9 at 0x7fcfa6724470>})"
yggW,1.4631463198259334,21.0,3090625.0,HemN family putative oxidoreductase,b2955,
ansB,1.4280168280205,21.0,3093040.0,periplasmic L-asparaginase 2,b2957,"frozenset({<Reaction ASNNpp at 0x7fcfa6b7b908>, <Reaction GLUNpp at 0x7fcfa691ddd8>})"
yggL,1.489982084669074,21.0,3095165.0,DUF469 family protein,b2959,
mutY,1.4029530537910464,21.0,3096576.0,adenine DNA glycosylase,b2961,
mltC,1.4392278503011184,21.0,3098624.0,membrane-bound lytic murein transglycosylase C,b2963,"frozenset({<Reaction MLTGY3pp at 0x7fcfa68127f0>, <Reaction MLTGY1pp at 0x7fcfa6812240>, <Reaction MLTGY4pp at 0x7fcfa6812860>, <Reaction MLTGY2pp at 0x7fcfa68125f8>})"
nupG,1.3799129146320313,21.0,3099072.0,nucleoside transporter,b2964,"frozenset({<Reaction THMDt2pp at 0x7fcfa65a1e10>, <Reaction INSt2pp at 0x7fcfa68cda20>, <Reaction ADNt2pp at 0x7fcfa6c09240>, <Reaction DCYTt2pp at 0x7fcfa6abfe80>, <Reaction URIt2pp at 0x7fcfa6594898>, <Reaction DADNt2pp at 0x7fcfa6aa7eb8>, <Reaction DGSNt2pp at 0x7fcfa6aceac8>, <Reaction DURIt2pp at 0x7fcfa6a86eb8>, <Reaction DINSt2pp at 0x7fcfa6a6e128>, <Reaction CYTDt2pp at 0x7fcfa6aa7940>, <Reaction GSNt2pp at 0x7fcfa68e07b8>})"
yqgA,1.5659913351645032,21.0,3102911.0,DUF554 family putative inner membrane protein,b2966,
yghD,1.4079543203402518,21.0,3103948.0,putative membrane-anchored secretion pathway M-type protein,b2968,
yghE,1.4278110712339847,21.0,3104768.0,No_gene_product,b2969,
yghF,1.5208064795210283,21.0,3105451.0,No_gene_product,b2970,
yghG,1.496266599908359,21.0,3106816.0,secretin (GspDbeta) OM localization lipoprotein pilotin,b2971,
pppA,1.4509362065155973,21.0,3106901.0,bifunctional prepilin leader peptidase/ methylase,b2972,
yghJ,1.4560121960515837,21.0,3107908.0,,,
glcA,1.4492620676103343,21.0,3112960.0,glycolate transporter,b2975,"frozenset({<Reaction D__LACt2pp at 0x7fcfa6aa7ba8>, <Reaction GLYCLTt2rpp at 0x7fcfa69352b0>, <Reaction L__LACt2rpp at 0x7fcfa6862550>})"
glcB,1.3891722108598437,21.0,3114992.0,malate synthase G,b2976,frozenset({<Reaction MALS at 0x7fcfa683db70>})
glcG,1.5648434248493748,21.0,3117185.0,DUF336 family protein,b2977,
glcF,1.4866807141032239,21.0,3117594.0,glycolate oxidase 4Fe-4S iron-sulfur cluster subunit,b4467,"frozenset({<Reaction GLYCTO2 at 0x7fcfa6935da0>, <Reaction GLYCTO4 at 0x7fcfa6946358>, <Reaction GLYCTO3 at 0x7fcfa69462e8>})"
glcE,1.3561630661134523,21.0,3119104.0,glycolate oxidase FAD binding subunit,b4468,"frozenset({<Reaction GLYCTO2 at 0x7fcfa6935da0>, <Reaction GLYCTO4 at 0x7fcfa6946358>, <Reaction GLYCTO3 at 0x7fcfa69462e8>})"
glcC,1.4233009773389431,21.0,3121630.0,glycolate-inducible glc operon transcriptional repressor; autorepressor,b2980,
yghO,1.4182158743972622,21.0,3123200.0,No_gene_product,b2981,
ygiZ,1.7783232985163642,22.0,3165237.0,inner membrane protein,b3027,
yqiI,1.3666375827206159,23.0,3184640.0,fimbrial protein,b3048,
glgS,1.4673286163376165,23.0,3185152.0,motility and biofilm regulator,b3049,
ibsE,1.3643190754247614,23.0,3188499.0,toxic membrane protein,b4666,
tdcA,1.4102509858043313,24.0,3260416.0,tdc operon transcriptional activator,b3118,
yhaB,1.619908874084162,24.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.5867882708911591,24.0,3262464.0,pentapetide repeats-related protein,b3121,
agaB,1.3468297068842243,25.0,3277528.0,N-acetylgalactosamine-specific enzyme IIB component of PTS,b3138,
agaC,1.3866696319874692,25.0,3278043.0,N-acetylgalactosamine-specific enzyme IIC component of PTS,b3139,
