,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
yjbI,1.7914211649116305,135.0,4240630.0,No_gene_product,b4038,
yjbL,1.9565857823694195,136.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.698109793273898,136.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.858639542516796,137.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.8619072437140818,138.0,4272128.0,pentapeptide repeats protein,b4066,
yjdK,1.73170960304368,139.0,4342400.0,,,
yjdO,1.6617153422545154,139.0,4342784.0,,,
yjdQ,1.750924687661199,140.0,4352007.0,No_gene_product,b4654,
yjeJ,1.5155739737099563,141.0,4363181.0,uncharacterized protein,b4145,
ecnA,1.4111219892001121,141.0,4366133.0,"entericidin A membrane lipoprotein, antidote entericidin B",b4410,
ecnB,1.68709787638685,141.0,4366369.0,entericidin B membrane lipoprotein,b4411,
hfq,1.3984052865098806,142.0,4390400.0,"global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication",b4172,
yjfI,1.4038306470538098,143.0,4399949.0,DUF2170 family protein,b4181,
rplI,1.4914753115505834,144.0,4415924.0,50S ribosomal subunit protein L9,b4203,
ytfI,1.5899371351704645,145.0,4427776.0,uncharacterized protein,b4215,
ytfP,1.4267681801501229,146.0,4438016.0,GGCT-like protein,b4222,
mgtL,1.4465722937482082,147.0,4457247.0,regulatory leader peptide for mgtA,b4702,
pyrL,1.4011390992843424,147.0,4462215.0,pyrBI operon leader peptide,b4246,
yjgL,1.917815486373745,147.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
intB,1.385322092419711,148.0,4487168.0,No_gene_product,b4271,
yjhB,1.526592115535889,149.0,4493874.0,"putative MFS transporter, membrane protein",b4279,
yjhX,1.605942096725091,150.0,4523612.0,UPF0386 family protein,b4566,
nanC,1.422881025509403,150.0,4528601.0,N-acetylnuraminic acid outer membrane channel protein,b4311,['ACNAMtex']
fimB,1.5945194979077986,150.0,4530773.0,tyrosine recombinase/inversion of on/off regulator of fimA,b4312,
fimG,1.390175277351033,151.0,4538368.0,minor component of type 1 fimbriae,b4319,
yjiC,1.4788722913687666,152.0,4545306.0,uncharacterized protein,b4325,
mcrC,1.4819311188898585,153.0,4567040.0,"5-methylcytosine-specific restriction enzyme McrBC, subunit McrC",b4345,
